"ID","SO_HOP_DONG","NGAY_KY","NGAY_HIEU_LUC","NGAY_KET_THUC","SO_PHU_LUC","ISACTIVE","GHI_CHU"
5959,"1127/VMS.C2/HĐKT",01-01-2008,01-01-2008,31-12-2012,"000000",2,""
5960,"1180/HĐKT - BĐLA",01-01-2008,01-01-2008,31-12-2012,"000000",2,""
5961,"1181/HĐKT - BĐLA",01-01-2008,01-01-2008,31-12-2012,"000000",2,""
5962,"1182/HDKT - BDLA",01-01-2008,01-01-2008,31-12-2012,"000000",2,""
5963,"1183/HĐKT - BĐLA",01-01-2008,01-01-2008,31-12-2012,"000000",2,""
11562,"1231/HĐKT",01-01-2008,01-01-2008,31-12-2012,"000000",2,"Phu luc dau tien cua HD"
11563,"1232/HĐKT",01-01-2008,01-01-2008,31-12-2012,"000000",2,"Phu luc dau tien cua HD"
11564,"1233/HĐKT",01-01-2008,01-01-2008,31-12-2012,"000000",2,"Phu luc dau tien cua HD"
11565,"1234/HĐKT",01-01-2008,01-01-2008,31-12-2012,"000000",2,"Phu luc dau tien cua HD"
10430,"16/VMS.C2/ĐVTMĐ",01-01-2010,01-01-2010,30-09-2010,"000000",1,"Phu luc dau tien cua HD"
6026,"1961/VMS.C2/HĐKT",01-01-2008,01-01-2008,31-12-2012,"000000",2,""
6027,"1964/VMS.C2/HĐKT",01-01-2008,01-01-2008,31-12-2012,"000000",2,""
6028,"1966/VMS.C2/HĐKT",01-01-2008,01-01-2008,31-12-2012,"000000",2,""
6029,"1969/VMS.C2/HĐKT",01-01-2008,01-01-2008,31-12-2012,"000000",2,""
6037,"2229/VMS.C2/HĐKT",01-01-2008,01-01-2008,31-12-2012,"000000",2,""
5582,"477/VMS.C2/ĐTXD",01-01-2008,01-01-2008,31-12-2012,"000000",2,""
5585,"479/VMS.C2/ĐTXD",01-01-2008,01-01-2008,31-12-2009,"000000",1,""
6040,"536/VMS.C2/HĐKT",01-01-2008,01-01-2008,31-12-2012,"000000",2,""
10503,"68/VMS.C2/ĐVTMĐ",01-01-2010,01-01-2010,31-12-2012,"000000",2,"Phu luc dau tien cua HD"
10718,"692/VMS.C2/ĐTXD",15-11-2009,01-11-2009,31-12-2012,"692/VMS.C2/ĐTXD",2,"PLCL 01/11/2009 - 31/01/2010"
5360,"267/VMS.C2/ĐTXD",01-12-2007,01-12-2007,30-11-2012,"000000",2,""
5633,"542/VMS.C2/ĐTXD",01-12-2007,01-12-2007,,"000000",2,""
10381,"387/VMS.C2/ĐVTMĐ",15-11-2009,15-11-2009,30-09-2010,"000000",1,"Phu luc dau tien cua HD"
10471,"408/VMS.C2/ĐT-XD",15-11-2009,15-11-2009,30-09-2010,"000000",1,"Phu luc dau tien cua HD"
5130,"189/VMS.C2/ĐTXD",01-11-2007,01-11-2007,31-10-2012,"000000",2,""
5156,"192/VMS.C2/ĐTXD",01-11-2007,01-11-2007,31-10-2012,"000000",2,""
5166,"193/VMS.C2/ĐTXD",01-11-2007,01-11-2007,31-10-2012,"000000",2,""
11829,"228/VMSC2/ĐT-XD",01-11-2007,01-11-2007,31-10-2012,"000000",2,"Phu luc dau tien cua HD"
5328,"256/VMS.C2/ĐTXD",01-11-2007,01-11-2007,31-10-2012,"000000",2,""
5329,"257/VMS.C2/ĐTXD",01-11-2007,01-11-2007,,"000000",2,""
5344,"262/VMS.C2.ĐTXD",01-11-2007,01-11-2007,31-10-2009,"000000",1,""
5404,"305/VMS.C2/ĐTXD",01-11-2007,01-11-2007,31-10-2012,"000000",2,""
5405,"306/VMS.C2/ĐTXD",01-11-2007,01-11-2007,,"000000",2,""
5408,"308/VMS.C2/ĐTXD",01-11-2007,01-11-2007,31-10-2012,"000000",2,""
5411,"313/VMS.C2/ĐTXD",01-11-2007,01-11-2007,,"000000",2,""
5412,"315/VMS.C2/ĐTXD",01-11-2007,01-11-2007,31-10-2012,"000000",2,""
5413,"318/VMS.C2/ĐTXD",01-11-2007,01-11-2007,31-10-2012,"000000",2,""
5508,"403/VMS.C2/ĐTXD",01-11-2007,01-11-2007,31-10-2012,"000000",2,""
5511,"404/VMS.C2/ĐTXD",01-11-2007,01-11-2007,31-10-2012,"000000",2,""
5512,"405/VMS.C2/ĐTXD",01-11-2007,01-11-2007,31-10-2009,"000000",1,""
5514,"407/VMS.C2/ĐTXD",01-11-2007,01-11-2007,31-10-2012,"000000",2,""
5515,"409/VMS.C2/ĐTXD",01-11-2007,01-11-2007,31-10-2012,"000000",2,""
5517,"410/VMS.C2/ĐTXD",01-11-2007,01-11-2007,,"000000",2,""
10401,"413/VMS.C2/ĐT-XD",01-11-2009,01-11-2009,31-10-2012,"000000",2,"Phu luc dau tien cua HD"
5534,"421/VMS.C2/ĐTXD",01-11-2007,01-11-2007,31-10-2012,"000000",2,""
5628,"539/VMS.C2/ĐTXD",01-11-2007,01-11-2007,,"000000",2,""
5768,"726/VMS.C2/ĐTXD",01-11-2007,01-11-2007,31-10-2012,"000000",2,""
5840,"847/VMS.C2/ĐTXD",01-11-2007,01-11-2007,31-12-2010,"000000",1,""
5357,"266/VMS.C2/ĐTXD",01-11-2007,01-11-2007,31-10-2009,"000000",1,""
5532,"420/VMS.C2/ĐTXD",01-11-2007,01-11-2007,30-10-2012,"000000",2,""
5152,"191/VMS.C2/ĐTXD",15-10-2007,15-10-2007,15-10-2012,"000000",2,""
5184,"196/VMS.C2/ĐTXD",15-10-2007,15-10-2007,15-10-2012,"000000",2,""
5331,"258/VMS.C2/ĐTXD",15-10-2007,15-10-2007,15-10-2012,"000000",2,""
5341,"261/VMS.C2/ĐTXD",15-10-2007,15-10-2007,,"000000",2,""
5347,"263/VMS.C2/ĐTXD",15-10-2007,15-10-2007,15-10-2012,"000000",2,""
5373,"281/VMS.C2/ĐTXD",15-10-2007,15-10-2007,15-10-2012,"000000",2,""
5407,"307/VMS.C2/ĐTXD",15-10-2007,15-10-2007,31-10-2009,"000000",1,""
5410,"312/VMS.C2/ĐTXD",15-10-2007,15-10-2007,15-10-2012,"000000",2,""
10415,"389/VMS.C2/ĐVTMĐ",15-10-2009,15-10-2009,15-10-2012,"000000",2,"Phu luc dau tien cua HD"
5425,"348/VMS.C2/ĐTXD",15-10-2007,15-10-2007,31-12-2009,"000000",1,""
6372,"368/VMS.C2/KTKT",25-12-2009,01-12-2009,,"368/VMS.C2/KTKT",2,"PLCL 01/12/2009-30/09/2010"
5362,"268/VMS.C2/ĐTXD",15-09-2007,15-09-2007,,"000000",2,""
11153,"1231/VMS.C2/HĐKT",24-09-2008,24-09-2008,31-08-2012,"000000",2,"Phu luc dau tien cua HD"
5418,"329/VMS/C2/ĐTXD",01-09-2007,01-09-2007,31-08-2012,"000000",2,""
11484,"46/VMS.C2/HĐKT",01-07-2007,01-07-2007,30-06-2012,"000000",2,"Phu luc dau tien cua HD"
6342,"114/VMS.C2/ĐT-XD",01-06-2006,01-06-2006,29-06-2011,"000000",1,"Phu luc dau tien cua HD"
5995,"45/VMS.C2/ĐTXD",01-06-2007,01-06-2007,31-05-2012,"000000",2,""
6039,"47/VMS.C2/ĐTXD",01-06-2007,01-06-2007,31-05-2012,"000000",2,""
9573,"408/VMS.C2/ĐT-XD",15-05-2007,15-05-2007,14-05-2012,"000000",2,"Phu luc dau tien cua HD"
10409,"109/VMS.C2/ĐVTMĐ",15-02-2010,15-02-2010,14-02-2012,"000000",2,"Phu luc dau tien cua HD"
6270,"82/HĐ-TT2",15-02-2009,15-02-2009,14-02-2012,"000000",2,"Phu luc dau tien cua HD"
11432,"12/VMS.C2/KTKT",17-01-2009,17-01-2009,16-01-2012,"000000",2,"Phu luc dau tien cua HD"
5991,"396/VMS.C2/ĐVT",01-01-2007,01-01-2007,31-12-2011,"000000",2,""
9493,"405/VMS.C2/ĐT-XD",03-08-2006,03-08-2006,31-12-2009,"000000",1,"Phu luc dau tien cua HD"
6041,"57/VMS.C2/ĐVT",01-01-2006,01-01-2006,31-12-2011,"000000",2,""
10497,"684/VMS.C2/DT-XD",14-09-2005,14-09-2005,31-12-2009,"000000",1,"Phu luc dau tien cua HD"
12650,"366/VMS.C2/ĐVT",01-10-2011,01-10-2011,30-11-2011,"02",2,""
11627,"201/VMS.C2/ĐVT",23-06-2010,23-06-2010,30-06-2011,"000000",2,"Phu luc dau tien cua HD"
11534,"0001/VMS.C2/ĐVTMĐ",01-06-2010,01-06-2010,31-05-2011,"000000",2,"Phu luc dau tien cua HD"
5560,"450/VMS.C2/ĐVT",15-05-2008,15-05-2008,14-05-2011,"000000",2,""
5510,"404/VMS.C2/ĐTXD",01-04-2006,01-04-2006,31-03-2011,"000000",2,""
5691,"61/VMS.C2/ĐTXD",01-03-2006,01-03-2006,,"000000",2,""
11183,"95/VMS.C2/ĐVT-XOA",31-12-2009,01-01-2010,31-01-2011,"95/VMS.C2/ĐVT",2,""
10502,"103/ĐT-XD",01-01-2006,01-01-2006,31-12-2010,"000000",2,"Phu luc dau tien cua HD"
10419,"147/VMS.C2/KT",01-07-2006,01-07-2006,31-12-2010,"000000",2,"Phu luc dau tien cua HD"
